,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
0,0,0.5848549946294308,2025-05-02 19:02:16.539109,2025-05-02 19:03:36.768655,0 days 00:01:20.229546,0.4200394382988013,0.6204391925757533,2500,COMPLETE
1,1,0.0,2025-05-02 19:03:36.769587,2025-05-02 19:03:56.611909,0 days 00:00:19.842322,0.6798711361863841,0.5697115562255952,2000,COMPLETE
2,2,0.5853265251276539,2025-05-02 19:03:56.612772,2025-05-02 19:03:59.432595,0 days 00:00:02.819823,0.32212329963591574,0.443107123189851,500,COMPLETE
3,3,0.0,2025-05-02 19:03:59.432972,2025-05-02 19:04:01.800679,0 days 00:00:02.367707,0.8493063386828548,0.7478232203403711,500,COMPLETE
4,4,0.0,2025-05-02 19:04:01.801051,2025-05-02 19:06:51.383835,0 days 00:02:49.582784,0.8066923353653059,0.5897548505382204,5000,COMPLETE
5,5,0.5789473684210527,2025-05-02 19:06:51.384706,2025-05-02 19:06:53.673795,0 days 00:00:02.289089,0.3213143977622677,0.6691596509919028,500,COMPLETE
6,6,0.5853265251276539,2025-05-02 19:06:53.674171,2025-05-02 19:07:33.588409,0 days 00:00:39.914238,0.48886060609591175,0.3934457320940725,3000,COMPLETE
7,7,0.0,2025-05-02 19:07:33.589281,2025-05-02 19:07:39.036687,0 days 00:00:05.447406,0.8241446423650136,0.752313401481292,1000,COMPLETE
8,8,0.5853265251276539,2025-05-02 19:07:39.037058,2025-05-02 19:08:48.796553,0 days 00:01:09.759495,0.5460297616295989,0.4498600635707133,4000,COMPLETE
9,9,0.0,2025-05-02 19:08:48.797431,2025-05-02 19:10:16.506429,0 days 00:01:27.708998,0.8379157558197547,0.34995081793308075,4500,COMPLETE
10,10,0.5853265251276539,2025-05-02 19:10:16.507287,2025-05-02 19:10:27.836092,0 days 00:00:11.328805,0.30298073694762345,0.47848029180498586,1500,COMPLETE
11,11,0.5853265251276539,2025-05-02 19:10:27.836595,2025-05-02 19:11:07.957186,0 days 00:00:40.120591,0.476785477414119,0.3330409147212677,3000,COMPLETE
12,12,0.5853265251276539,2025-05-02 19:11:07.958073,2025-05-02 19:12:01.759464,0 days 00:00:53.801391,0.4137030849177323,0.43374515793997714,3500,COMPLETE
