TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
6068,278741,343,2378,0.9465,0.7184,0.8169,0.9988,0.9905,0.8,train
1224,55729,65,488,0.9496,0.715,0.8157,0.9988,0.9904,0.8,val
4750,223083,262,1930,0.9477,0.7111,0.8125,0.9988,0.9905,0.8,test
