TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
7394,279156,0,980,1.0,0.883,0.9378,1.0,0.9966,0.2,train
1445,55837,3,221,0.9979,0.8673,0.9281,0.9999,0.9961,0.2,val
5959,223211,16,839,0.9973,0.8766,0.9331,0.9999,0.9963,0.2,test
