TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1240,56258,8,0,0.9936,1.0,0.9968,0.9999,0.9999,0.4,train
988,34080,22438,0,0.0422,1.0,0.0809,0.603,0.6098,0.4,val
14610,238175,207264,0,0.0658,1.0,0.1236,0.5347,0.5495,0.4,test
