TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
8246,278924,214,146,0.9747,0.9826,0.9786,0.9992,0.9987,0.3,train
1686,55740,48,32,0.9723,0.9814,0.9768,0.9991,0.9986,0.3,val
6610,223102,195,118,0.9713,0.9825,0.9769,0.9991,0.9986,0.3,test
