,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 21:23:58.924729,2025-05-02 21:23:58.924804,0 days 00:00:00.000075,COMPLETE
1,1,0.0,2025-05-02 21:23:58.924966,2025-05-02 21:23:58.924998,0 days 00:00:00.000032,COMPLETE
2,2,0.0,2025-05-02 21:23:58.925117,2025-05-02 21:23:58.925144,0 days 00:00:00.000027,COMPLETE
3,3,0.0,2025-05-02 21:23:58.925255,2025-05-02 21:23:58.925282,0 days 00:00:00.000027,COMPLETE
4,4,0.0,2025-05-02 21:23:58.925391,2025-05-02 21:23:58.925417,0 days 00:00:00.000026,COMPLETE
5,5,0.0,2025-05-02 21:23:58.925554,2025-05-02 21:23:58.925583,0 days 00:00:00.000029,COMPLETE
6,6,0.0,2025-05-02 21:23:58.925692,2025-05-02 21:23:58.925718,0 days 00:00:00.000026,COMPLETE
7,7,0.0,2025-05-02 21:23:58.925823,2025-05-02 21:23:58.925849,0 days 00:00:00.000026,COMPLETE
8,8,0.0,2025-05-02 21:23:58.925955,2025-05-02 21:23:58.925981,0 days 00:00:00.000026,COMPLETE
9,9,0.0,2025-05-02 21:23:58.926087,2025-05-02 21:23:58.926113,0 days 00:00:00.000026,COMPLETE
10,10,0.0,2025-05-02 21:23:58.926218,2025-05-02 21:23:58.926243,0 days 00:00:00.000025,COMPLETE
11,11,0.0,2025-05-02 21:23:58.926348,2025-05-02 21:23:58.926373,0 days 00:00:00.000025,COMPLETE
12,12,0.0,2025-05-02 21:23:58.926476,2025-05-02 21:23:58.926501,0 days 00:00:00.000025,COMPLETE
13,13,0.0,2025-05-02 21:23:58.926605,2025-05-02 21:23:58.926630,0 days 00:00:00.000025,COMPLETE
14,14,0.0,2025-05-02 21:23:58.926733,2025-05-02 21:23:58.926758,0 days 00:00:00.000025,COMPLETE
15,15,0.0,2025-05-02 21:23:58.926862,2025-05-02 21:23:58.926887,0 days 00:00:00.000025,COMPLETE
16,16,0.0,2025-05-02 21:23:58.926991,2025-05-02 21:23:58.927016,0 days 00:00:00.000025,COMPLETE
17,17,0.0,2025-05-02 21:23:58.927120,2025-05-02 21:23:58.927145,0 days 00:00:00.000025,COMPLETE
18,18,0.0,2025-05-02 21:23:58.927250,2025-05-02 21:23:58.927275,0 days 00:00:00.000025,COMPLETE
19,19,0.0,2025-05-02 21:23:58.927380,2025-05-02 21:23:58.927404,0 days 00:00:00.000024,COMPLETE
20,20,0.0,2025-05-02 21:23:58.927508,2025-05-02 21:23:58.927533,0 days 00:00:00.000025,COMPLETE
21,21,0.0,2025-05-02 21:23:58.927635,2025-05-02 21:23:58.927660,0 days 00:00:00.000025,COMPLETE
22,22,0.0,2025-05-02 21:23:58.927764,2025-05-02 21:23:58.927789,0 days 00:00:00.000025,COMPLETE
23,23,0.0,2025-05-02 21:23:58.927893,2025-05-02 21:23:58.927917,0 days 00:00:00.000024,COMPLETE
24,24,0.0,2025-05-02 21:23:58.928020,2025-05-02 21:23:58.928044,0 days 00:00:00.000024,COMPLETE
25,25,0.0,2025-05-02 21:23:58.928149,2025-05-02 21:23:58.928174,0 days 00:00:00.000025,COMPLETE
26,26,0.0,2025-05-02 21:23:58.928277,2025-05-02 21:23:58.928302,0 days 00:00:00.000025,COMPLETE
27,27,0.0,2025-05-02 21:23:58.928406,2025-05-02 21:23:58.928430,0 days 00:00:00.000024,COMPLETE
28,28,0.0,2025-05-02 21:23:58.928535,2025-05-02 21:23:58.928560,0 days 00:00:00.000025,COMPLETE
29,29,0.0,2025-05-02 21:23:58.928668,2025-05-02 21:23:58.928694,0 days 00:00:00.000026,COMPLETE
