TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
71,1243,0,35,1.0,0.6698,0.8023,1.0,0.9741,0.4,train
797,12200,121,379,0.8682,0.6777,0.7612,0.9902,0.963,0.4,val
6617,109161,1134,3217,0.8537,0.6729,0.7526,0.9897,0.9638,0.4,test
