TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
4297,60775,20,2395,0.9954,0.6421,0.7806,0.9997,0.9642,0.0,train
80,12203,1130,84,0.0661,0.4878,0.1164,0.9152,0.9101,0.0,val
2414,23236,26495,1846,0.0835,0.5667,0.1456,0.4672,0.4751,0.0,test
