TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
70559,172147,70,7706,0.999,0.9015,0.9478,0.9996,0.969,0.9,train
14036,34490,60,1510,0.9957,0.9029,0.947,0.9983,0.9687,0.9,val
56158,137953,228,6048,0.996,0.9028,0.9471,0.9983,0.9687,0.9,test
