,number,value,datetime_start,datetime_complete,duration,params_c_alpha,params_n_components,params_threshold_mult,state
0,0,0.611111111111111,2025-04-30 13:57:37.299988,2025-04-30 13:57:37.449257,0 days 00:00:00.149269,3.8906,2,0.23637054945393335,COMPLETE
1,1,0.0768901513677575,2025-04-30 13:57:37.449717,2025-04-30 13:57:37.585011,0 days 00:00:00.135294,3.8906,3,1.176822208775833,COMPLETE
2,2,0.31044776119402984,2025-04-30 13:57:37.585394,2025-04-30 13:57:37.720374,0 days 00:00:00.134980,3.8906,3,1.2433344390968737,COMPLETE
3,3,0.033781242520600406,2025-04-30 13:57:37.720740,2025-04-30 13:57:37.853644,0 days 00:00:00.132904,3.8906,3,0.30442225997895667,COMPLETE
4,4,0.14629049111807735,2025-04-30 13:57:37.854029,2025-04-30 13:57:37.989155,0 days 00:00:00.135126,3.8906,2,1.3193738674355406,COMPLETE
5,5,0.033781820046843214,2025-04-30 13:57:37.989537,2025-04-30 13:57:38.123754,0 days 00:00:00.134217,3.8906,3,0.9775073737411164,COMPLETE
6,6,0.23306772908366533,2025-04-30 13:57:38.124122,2025-04-30 13:57:38.259416,0 days 00:00:00.135294,3.8906,2,0.674784999862946,COMPLETE
7,7,0.14629049111807735,2025-04-30 13:57:38.259795,2025-04-30 13:57:38.394715,0 days 00:00:00.134920,3.8906,2,1.3245761245554075,COMPLETE
8,8,0.7484969939879759,2025-04-30 13:57:38.395086,2025-04-30 13:57:38.539473,0 days 00:00:00.144387,3.8906,4,0.16697806136533017,COMPLETE
9,9,0.14240837696335076,2025-04-30 13:57:38.539834,2025-04-30 13:57:38.674236,0 days 00:00:00.134402,3.8906,1,1.6344722198298747,COMPLETE
10,10,0.8581314878892734,2025-04-30 13:57:38.674602,2025-04-30 13:57:38.820584,0 days 00:00:00.145982,3.8906,4,1.9420111563539892,COMPLETE
11,11,0.8581314878892734,2025-04-30 13:57:38.820978,2025-04-30 13:57:38.966774,0 days 00:00:00.145796,3.8906,4,1.987711447207813,COMPLETE
12,12,0.8581314878892734,2025-04-30 13:57:38.967145,2025-04-30 13:57:39.113211,0 days 00:00:00.146066,3.8906,4,1.9963751071235722,COMPLETE
13,13,0.8581314878892734,2025-04-30 13:57:39.113615,2025-04-30 13:57:39.259171,0 days 00:00:00.145556,3.8906,4,1.9918151515748488,COMPLETE
14,14,0.8581314878892734,2025-04-30 13:57:39.259560,2025-04-30 13:57:39.405335,0 days 00:00:00.145775,3.8906,4,1.7197178831975906,COMPLETE
15,15,0.8581314878892734,2025-04-30 13:57:39.405739,2025-04-30 13:57:39.551639,0 days 00:00:00.145900,3.8906,4,1.6636543760953417,COMPLETE
16,16,0.14240837696335076,2025-04-30 13:57:39.552016,2025-04-30 13:57:39.707374,0 days 00:00:00.155358,3.8906,1,1.7758212901754895,COMPLETE
17,17,0.8581314878892734,2025-04-30 13:57:39.707760,2025-04-30 13:57:39.853652,0 days 00:00:00.145892,3.8906,4,1.4990708188032904,COMPLETE
18,18,0.033781820046843214,2025-04-30 13:57:39.854038,2025-04-30 13:57:39.999379,0 days 00:00:00.145341,3.8906,3,0.9126911854586539,COMPLETE
19,19,0.859447004608295,2025-04-30 13:57:39.999761,2025-04-30 13:57:40.145756,0 days 00:00:00.145995,3.8906,4,0.5965858611817139,COMPLETE
20,20,0.033781242520600406,2025-04-30 13:57:40.146142,2025-04-30 13:57:40.291653,0 days 00:00:00.145511,3.8906,3,0.5190513912629431,COMPLETE
21,21,0.8581314878892734,2025-04-30 13:57:40.292030,2025-04-30 13:57:40.438327,0 days 00:00:00.146297,3.8906,4,0.8128116250004215,COMPLETE
22,22,0.859447004608295,2025-04-30 13:57:40.438722,2025-04-30 13:57:40.584796,0 days 00:00:00.146074,3.8906,4,0.5536311621881895,COMPLETE
23,23,0.8589522164651697,2025-04-30 13:57:40.585169,2025-04-30 13:57:40.731374,0 days 00:00:00.146205,3.8906,4,0.44422302264903146,COMPLETE
24,24,0.859447004608295,2025-04-30 13:57:40.731761,2025-04-30 13:57:40.879140,0 days 00:00:00.147379,3.8906,4,0.4580026110435155,COMPLETE
25,25,0.033781242520600406,2025-04-30 13:57:40.879527,2025-04-30 13:57:41.035033,0 days 00:00:00.155506,3.8906,3,0.6394844553979161,COMPLETE
26,26,0.7478696741854636,2025-04-30 13:57:41.035442,2025-04-30 13:57:41.181935,0 days 00:00:00.146493,3.8906,4,0.3914364689238221,COMPLETE
27,27,0.033781820046843214,2025-04-30 13:57:41.182317,2025-04-30 13:57:41.328525,0 days 00:00:00.146208,3.8906,3,0.6705978086832215,COMPLETE
28,28,0.8581314878892734,2025-04-30 13:57:41.328904,2025-04-30 13:57:41.475365,0 days 00:00:00.146461,3.8906,4,0.820372127699453,COMPLETE
29,29,0.7484969939879759,2025-04-30 13:57:41.475756,2025-04-30 13:57:41.623501,0 days 00:00:00.147745,3.8906,4,0.10193695031056738,COMPLETE
30,30,0.033781242520600406,2025-04-30 13:57:41.623895,2025-04-30 13:57:41.770701,0 days 00:00:00.146806,3.8906,3,0.5486579027806772,COMPLETE
31,31,0.7478696741854636,2025-04-30 13:57:41.771094,2025-04-30 13:57:41.918377,0 days 00:00:00.147283,3.8906,4,0.38388192681959143,COMPLETE
32,32,0.859447004608295,2025-04-30 13:57:41.918759,2025-04-30 13:57:42.065602,0 days 00:00:00.146843,3.8906,4,0.46887943109214714,COMPLETE
33,33,0.7478696741854636,2025-04-30 13:57:42.066002,2025-04-30 13:57:42.222579,0 days 00:00:00.156577,3.8906,4,0.22812024506946196,COMPLETE
34,34,0.8581314878892734,2025-04-30 13:57:42.222956,2025-04-30 13:57:42.369665,0 days 00:00:00.146709,3.8906,4,1.1305609877985672,COMPLETE
35,35,0.033781242520600406,2025-04-30 13:57:42.370044,2025-04-30 13:57:42.517310,0 days 00:00:00.147266,3.8906,3,0.2898176262600839,COMPLETE
36,36,0.859447004608295,2025-04-30 13:57:42.517745,2025-04-30 13:57:42.664923,0 days 00:00:00.147178,3.8906,4,0.5251927120341007,COMPLETE
37,37,0.23306772908366533,2025-04-30 13:57:42.665306,2025-04-30 13:57:42.813543,0 days 00:00:00.148237,3.8906,2,0.7200788367493476,COMPLETE
38,38,0.033781820046843214,2025-04-30 13:57:42.813933,2025-04-30 13:57:42.961145,0 days 00:00:00.147212,3.8906,3,0.8085198773503535,COMPLETE
39,39,0.8581314878892734,2025-04-30 13:57:42.961538,2025-04-30 13:57:43.108866,0 days 00:00:00.147328,3.8906,4,1.0219105199071983,COMPLETE
40,40,0.033781242520600406,2025-04-30 13:57:43.109258,2025-04-30 13:57:43.257147,0 days 00:00:00.147889,3.8906,3,0.4445557123139831,COMPLETE
41,41,0.859447004608295,2025-04-30 13:57:43.257566,2025-04-30 13:57:43.404925,0 days 00:00:00.147359,3.8906,4,0.5721804473869585,COMPLETE
42,42,0.7478696741854636,2025-04-30 13:57:43.405328,2025-04-30 13:57:43.562802,0 days 00:00:00.157474,3.8906,4,0.29515456754244224,COMPLETE
43,43,0.859447004608295,2025-04-30 13:57:43.563186,2025-04-30 13:57:43.710507,0 days 00:00:00.147321,3.8906,4,0.5283007558384356,COMPLETE
44,44,0.7478696741854636,2025-04-30 13:57:43.710887,2025-04-30 13:57:43.858772,0 days 00:00:00.147885,3.8906,4,0.3717250982834032,COMPLETE
45,45,0.859447004608295,2025-04-30 13:57:43.859155,2025-04-30 13:57:44.006523,0 days 00:00:00.147368,3.8906,4,0.7305830581366871,COMPLETE
46,46,0.8581314878892734,2025-04-30 13:57:44.006914,2025-04-30 13:57:44.153911,0 days 00:00:00.146997,3.8906,4,0.9137764894563138,COMPLETE
47,47,0.23306772908366533,2025-04-30 13:57:44.154324,2025-04-30 13:57:44.302447,0 days 00:00:00.148123,3.8906,1,0.6131879349185172,COMPLETE
48,48,0.7478696741854636,2025-04-30 13:57:44.302842,2025-04-30 13:57:44.450134,0 days 00:00:00.147292,3.8906,4,0.20579405473546253,COMPLETE
49,49,0.033781242520600406,2025-04-30 13:57:44.450518,2025-04-30 13:57:44.597490,0 days 00:00:00.146972,3.8906,3,0.46548023617447853,COMPLETE
50,50,0.7478696741854636,2025-04-30 13:57:44.597887,2025-04-30 13:57:44.754429,0 days 00:00:00.156542,3.8906,4,0.3551476553505896,COMPLETE
51,51,0.859447004608295,2025-04-30 13:57:44.754826,2025-04-30 13:57:44.902669,0 days 00:00:00.147843,3.8906,4,0.5587160602353111,COMPLETE
52,52,0.859447004608295,2025-04-30 13:57:44.903052,2025-04-30 13:57:45.050310,0 days 00:00:00.147258,3.8906,4,0.5970768697494331,COMPLETE
53,53,0.859447004608295,2025-04-30 13:57:45.050690,2025-04-30 13:57:45.198446,0 days 00:00:00.147756,3.8906,4,0.4716318713507039,COMPLETE
54,54,0.8581314878892734,2025-04-30 13:57:45.198830,2025-04-30 13:57:45.346554,0 days 00:00:00.147724,3.8906,4,0.7426095090489326,COMPLETE
55,55,0.7478696741854636,2025-04-30 13:57:45.346954,2025-04-30 13:57:45.495919,0 days 00:00:00.148965,3.8906,4,0.30504978212655165,COMPLETE
56,56,0.859447004608295,2025-04-30 13:57:45.496305,2025-04-30 13:57:45.644982,0 days 00:00:00.148677,3.8906,4,0.6152934853869328,COMPLETE
57,57,0.5896564741411854,2025-04-30 13:57:45.645367,2025-04-30 13:57:45.793779,0 days 00:00:00.148412,3.8906,2,0.12259721468231483,COMPLETE
58,58,0.8581314878892734,2025-04-30 13:57:45.794197,2025-04-30 13:57:45.942664,0 days 00:00:00.148467,3.8906,4,1.3704075528867763,COMPLETE
59,59,0.859447004608295,2025-04-30 13:57:45.943064,2025-04-30 13:57:46.100055,0 days 00:00:00.156991,3.8906,4,0.49873979239981864,COMPLETE
60,60,0.8581314878892734,2025-04-30 13:57:46.100444,2025-04-30 13:57:46.249174,0 days 00:00:00.148730,3.8906,4,0.9007403675020313,COMPLETE
61,61,0.859447004608295,2025-04-30 13:57:46.249618,2025-04-30 13:57:46.397278,0 days 00:00:00.147660,3.8906,4,0.5294914668416599,COMPLETE
62,62,0.859447004608295,2025-04-30 13:57:46.397709,2025-04-30 13:57:46.546011,0 days 00:00:00.148302,3.8906,4,0.6761095157138053,COMPLETE
63,63,0.8448471121177802,2025-04-30 13:57:46.546401,2025-04-30 13:57:46.694877,0 days 00:00:00.148476,3.8906,4,0.41689512077168905,COMPLETE
64,64,0.859447004608295,2025-04-30 13:57:46.695266,2025-04-30 13:57:46.843563,0 days 00:00:00.148297,3.8906,4,0.5923684645703139,COMPLETE
65,65,0.859447004608295,2025-04-30 13:57:46.843951,2025-04-30 13:57:46.991611,0 days 00:00:00.147660,3.8906,4,0.5135888079949553,COMPLETE
66,66,0.033781242520600406,2025-04-30 13:57:46.992018,2025-04-30 13:57:47.140272,0 days 00:00:00.148254,3.8906,3,0.3294304098905287,COMPLETE
67,67,0.859447004608295,2025-04-30 13:57:47.140678,2025-04-30 13:57:47.298084,0 days 00:00:00.157406,3.8906,4,0.6806038567534898,COMPLETE
68,68,0.8581314878892734,2025-04-30 13:57:47.298478,2025-04-30 13:57:47.447413,0 days 00:00:00.148935,3.8906,4,0.7973046921113421,COMPLETE
69,69,0.7478696741854636,2025-04-30 13:57:47.448048,2025-04-30 13:57:47.596326,0 days 00:00:00.148278,3.8906,4,0.26163693164207646,COMPLETE
70,70,0.033781242520600406,2025-04-30 13:57:47.596716,2025-04-30 13:57:47.745297,0 days 00:00:00.148581,3.8906,3,0.5597084375380598,COMPLETE
71,71,0.859447004608295,2025-04-30 13:57:47.745718,2025-04-30 13:57:47.893658,0 days 00:00:00.147940,3.8906,4,0.6987434106309676,COMPLETE
