TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
2116,64491,120,760,0.9463,0.7357,0.8279,0.9981,0.987,0.3,train
581,11088,1614,214,0.2647,0.7308,0.3886,0.8729,0.8646,0.3,val
5029,31198,15348,2416,0.2468,0.6755,0.3615,0.6703,0.671,0.3,test
