TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
72525,177377,2,578,1.0,0.9921,0.996,1.0,0.9977,0.6,train
28454,21621,0,21,1.0,0.9993,0.9996,1.0,0.9996,0.6,val
53266,145947,1,1173,1.0,0.9785,0.9891,1.0,0.9941,0.6,test
