,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_hidden_size,params_learning_rate,params_learning_rate_decay,params_num_layers,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
0,0,0.8392,2025-05-02 20:55:47.374474,2025-05-02 20:56:15.515958,0 days 00:00:28.141484,64,20,128,0.005,0.97,2,,,,COMPLETE
1,1,0.8002,2025-05-02 20:56:15.516571,2025-05-02 20:56:39.839179,0 days 00:00:24.322608,256,20,128,0.002,0.9299999999999999,2,,,,COMPLETE
2,2,0.7818,2025-05-02 20:56:39.839740,2025-05-02 20:57:03.530967,0 days 00:00:23.691227,512,20,128,0.005,0.9299999999999999,2,0.7826,0.7826,0.7826,COMPLETE
3,3,0.8233,2025-05-02 20:57:03.531497,2025-05-02 20:57:28.449359,0 days 00:00:24.917862,128,20,128,0.002,0.94,2,,,,COMPLETE
4,4,0.8093,2025-05-02 20:57:28.449769,2025-05-02 20:57:52.999664,0 days 00:00:24.549895,256,20,128,0.002,0.89,2,,,,COMPLETE
5,5,0.7101,2025-05-02 20:57:53.000264,2025-05-02 20:58:16.902283,0 days 00:00:23.902019,1024,20,128,0.001,0.96,2,,,,COMPLETE
6,6,0.749,2025-05-02 20:58:16.902832,2025-05-02 20:58:41.074256,0 days 00:00:24.171424,1024,20,128,0.002,0.85,2,,,,COMPLETE
7,7,0.8426,2025-05-02 20:58:41.074697,2025-05-02 20:59:10.523863,0 days 00:00:29.449166,32,20,128,0.005,0.94,2,0.842,0.842,,COMPLETE
8,8,0.8339,2025-05-02 20:59:10.524394,2025-05-02 20:59:36.422580,0 days 00:00:25.898186,128,20,128,0.005,0.96,2,,,,COMPLETE
9,9,0.8316,2025-05-02 20:59:36.423020,2025-05-02 21:00:02.151140,0 days 00:00:25.728120,256,20,128,0.001,0.86,2,,,,COMPLETE
10,10,0.8415,2025-05-02 21:00:02.151713,2025-05-02 21:00:33.167753,0 days 00:00:31.016040,32,20,128,0.005,0.99,2,0.8415,,,COMPLETE
11,11,0.8405,2025-05-02 21:00:33.168277,2025-05-02 21:01:04.277048,0 days 00:00:31.108771,32,20,128,0.005,0.98,2,,,,COMPLETE
12,12,0.8451,2025-05-02 21:01:04.277657,2025-05-02 21:01:34.842725,0 days 00:00:30.565068,32,20,128,0.005,0.99,2,,,,COMPLETE
13,13,0.8417,2025-05-02 21:01:34.843144,2025-05-02 21:02:04.602898,0 days 00:00:29.759754,32,20,128,0.005,0.9,2,,,,COMPLETE
14,14,0.8378,2025-05-02 21:02:04.603448,2025-05-02 21:02:34.310830,0 days 00:00:29.707382,32,20,128,0.005,0.9,2,,,,COMPLETE
15,15,0.8343,2025-05-02 21:02:34.311394,2025-05-02 21:03:04.031960,0 days 00:00:29.720566,32,20,128,0.001,0.95,2,,,,COMPLETE
16,16,0.8467,2025-05-02 21:03:04.032452,2025-05-02 21:03:28.481403,0 days 00:00:24.448951,512,20,128,0.005,0.99,2,,,,COMPLETE
17,17,0.7515,2025-05-02 21:03:28.481922,2025-05-02 21:03:52.937137,0 days 00:00:24.455215,512,20,128,0.005,0.99,2,,,,COMPLETE
18,18,0.7846,2025-05-02 21:03:52.937638,2025-05-02 21:04:17.269513,0 days 00:00:24.331875,512,20,128,0.005,0.97,2,,,,COMPLETE
19,19,0.8197,2025-05-02 21:04:17.269958,2025-05-02 21:04:43.940979,0 days 00:00:26.671021,64,20,128,0.001,0.99,2,0.8201,0.8201,0.8201,COMPLETE
20,20,0.8,2025-05-02 21:04:43.941511,2025-05-02 21:05:08.286528,0 days 00:00:24.345017,512,20,128,0.005,0.97,2,,,,COMPLETE
21,21,0.8495,2025-05-02 21:05:08.286941,2025-05-02 21:05:37.914740,0 days 00:00:29.627799,32,20,128,0.005,0.88,2,,,,COMPLETE
22,22,0.8462,2025-05-02 21:05:37.915218,2025-05-02 21:06:07.406110,0 days 00:00:29.490892,32,20,128,0.005,0.89,2,,,,COMPLETE
23,23,0.8152,2025-05-02 21:06:07.406666,2025-05-02 21:06:31.785345,0 days 00:00:24.378679,512,20,128,0.005,0.88,2,,,,COMPLETE
24,24,0.8362,2025-05-02 21:06:31.785856,2025-05-02 21:07:01.424454,0 days 00:00:29.638598,32,20,128,0.005,0.87,2,,,,COMPLETE
25,25,0.835,2025-05-02 21:07:01.424855,2025-05-02 21:07:27.912688,0 days 00:00:26.487833,64,20,128,0.005,0.9099999999999999,2,,,,COMPLETE
26,26,0.7563,2025-05-02 21:07:27.913205,2025-05-02 21:07:51.749045,0 days 00:00:23.835840,1024,20,128,0.005,0.88,2,,,,COMPLETE
27,27,0.8349,2025-05-02 21:07:51.749444,2025-05-02 21:08:16.607082,0 days 00:00:24.857638,128,20,128,0.005,0.9099999999999999,2,,,,COMPLETE
28,28,0.7101,2025-05-02 21:08:16.607547,2025-05-02 21:08:39.900050,0 days 00:00:23.292503,512,20,128,0.001,0.87,2,,,,COMPLETE
29,29,0.829,2025-05-02 21:08:39.900526,2025-05-02 21:09:05.426151,0 days 00:00:25.525625,64,20,128,0.002,0.89,2,,,,COMPLETE
