TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
18152,163,24461,12,0.426,0.9993,0.5973,0.0066,0.428,0.2,train
3596,33,4924,4,0.4221,0.9989,0.5934,0.0067,0.4241,0.2,val
14707,126,19387,12,0.4314,0.9992,0.6026,0.0065,0.4333,0.2,test
