TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
75457,13521,159210,2294,0.3215,0.9705,0.4831,0.0783,0.3552,0.4,train
15175,2674,31791,456,0.3231,0.9708,0.4848,0.0776,0.3563,0.4,val
60798,10822,126930,1837,0.3239,0.9707,0.4857,0.0786,0.3574,0.4,test
