,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
20,20,0.757188498402556,2025-07-04 23:45:51.600213,2025-07-04 23:46:12.083576,0 days 00:00:20.483363,0.13,0.13,4500,COMPLETE
21,21,0.7702169625246549,2025-07-04 23:46:12.084013,2025-07-04 23:47:00.220016,0 days 00:00:48.136003,0.02,0.01,3500,COMPLETE
22,22,0.7632991703269888,2025-07-04 23:47:00.220456,2025-07-04 23:47:38.824023,0 days 00:00:38.603567,0.02,0.02,3500,COMPLETE
23,23,0.768025078369906,2025-07-04 23:47:38.824455,2025-07-04 23:48:02.916222,0 days 00:00:24.091767,0.06999999999999999,0.06999999999999999,3500,COMPLETE
24,24,0.7740286298568507,2025-07-04 23:48:02.916656,2025-07-04 23:48:51.318002,0 days 00:00:48.401346,0.04,0.01,4000,COMPLETE
25,25,0.7556029882604056,2025-07-04 23:48:51.318440,2025-07-04 23:49:10.709353,0 days 00:00:19.390913,0.14,0.14,4000,COMPLETE
26,26,0.765107724645297,2025-07-04 23:49:10.709783,2025-07-04 23:49:35.178550,0 days 00:00:24.468767,0.07999999999999999,0.06999999999999999,4000,COMPLETE
27,27,0.7296849087893864,2025-07-04 23:49:35.178984,2025-07-04 23:49:50.346097,0 days 00:00:15.167113,0.28,0.25,4500,COMPLETE
28,28,0.7684265551489807,2025-07-04 23:49:50.346532,2025-07-04 23:50:16.392176,0 days 00:00:26.045644,0.07,0.060000000000000005,4000,COMPLETE
29,29,0.7296849087893864,2025-07-04 23:50:16.392607,2025-07-04 23:50:30.838425,0 days 00:00:14.445818,0.28,0.25,4000,COMPLETE
30,30,0.7579957356076759,2025-07-04 23:50:30.838860,2025-07-04 23:50:51.473361,0 days 00:00:20.634501,0.13,0.12,4500,COMPLETE
31,31,0.774258421317245,2025-07-04 23:50:51.473797,2025-07-04 23:51:38.554747,0 days 00:00:47.080950,0.03,0.01,3500,COMPLETE
32,32,0.7740286298568507,2025-07-04 23:51:38.555194,2025-07-04 23:52:25.538204,0 days 00:00:46.983010,0.04,0.01,3000,COMPLETE
33,33,0.7750649350649351,2025-07-04 23:52:25.538639,2025-07-04 23:52:52.931536,0 days 00:00:27.392897,0.060000000000000005,0.05,3000,COMPLETE
34,34,0.7491926803013993,2025-07-04 23:52:52.931975,2025-07-04 23:53:09.706058,0 days 00:00:16.774083,0.17,0.17,3000,COMPLETE
35,35,0.763771186440678,2025-07-04 23:53:09.706498,2025-07-04 23:53:30.115081,0 days 00:00:20.408583,0.10999999999999999,0.09999999999999999,3000,COMPLETE
36,36,0.7750649350649351,2025-07-04 23:53:30.115521,2025-07-04 23:53:57.438762,0 days 00:00:27.323241,0.060000000000000005,0.05,3000,COMPLETE
37,37,0.7750649350649351,2025-07-04 23:53:57.439416,2025-07-04 23:54:24.902985,0 days 00:00:27.463569,0.060000000000000005,0.05,3000,COMPLETE
38,38,0.6997150997150998,2025-07-04 23:54:24.903445,2025-07-04 23:54:33.190883,0 days 00:00:08.287438,0.66,0.5800000000000001,3000,COMPLETE
39,39,0.7750649350649351,2025-07-04 23:54:33.191340,2025-07-04 23:55:00.617835,0 days 00:00:27.426495,0.060000000000000005,0.05,3000,COMPLETE
40,40,0.7259588660366869,2025-07-04 23:55:00.618274,2025-07-04 23:55:12.422029,0 days 00:00:11.803755,0.31000000000000005,0.29000000000000004,3000,COMPLETE
41,41,0.7750649350649351,2025-07-04 23:55:12.422472,2025-07-04 23:55:39.850305,0 days 00:00:27.427833,0.060000000000000005,0.05,3000,COMPLETE
42,42,0.7750649350649351,2025-07-04 23:55:39.850749,2025-07-04 23:56:07.327674,0 days 00:00:27.476925,0.060000000000000005,0.05,3000,COMPLETE
43,43,0.7611940298507462,2025-07-04 23:56:07.328129,2025-07-04 23:56:27.055138,0 days 00:00:19.727009,0.12,0.11,3000,COMPLETE
44,44,0.763771186440678,2025-07-04 23:56:27.055581,2025-07-04 23:56:47.505844,0 days 00:00:20.450263,0.10999999999999999,0.09999999999999999,3000,COMPLETE
45,45,0.7750649350649351,2025-07-04 23:56:47.506278,2025-07-04 23:57:15.017224,0 days 00:00:27.510946,0.060000000000000005,0.05,3000,COMPLETE
46,46,0.7368421052631577,2025-07-04 23:57:15.017673,2025-07-04 23:57:31.859667,0 days 00:00:16.841994,0.23,0.17,3000,COMPLETE
47,47,0.7741935483870968,2025-07-04 23:57:31.860109,2025-07-04 23:58:02.520217,0 days 00:00:30.660108,0.06,0.04,3000,COMPLETE
48,48,0.7518878101402374,2025-07-04 23:58:02.520660,2025-07-04 23:58:20.827576,0 days 00:00:18.306916,0.17,0.15000000000000002,3500,COMPLETE
49,49,0.7653276955602537,2025-07-04 23:58:20.828026,2025-07-04 23:58:42.180047,0 days 00:00:21.352021,0.09999999999999999,0.09,3000,COMPLETE
