TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
4249,60734,61,2443,0.9858,0.6349,0.7724,0.999,0.9629,0.0,train
119,12331,1002,45,0.1062,0.7256,0.1852,0.9248,0.9224,0.0,val
2262,22827,26904,1998,0.0776,0.531,0.1353,0.459,0.4647,0.0,test
