TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
67097,177140,239,6006,0.9965,0.9178,0.9555,0.9987,0.9751,0.6,train
26154,21431,190,2321,0.9928,0.9185,0.9542,0.9912,0.9499,0.6,val
48024,139002,6946,6415,0.8736,0.8822,0.8779,0.9524,0.9333,0.6,test
