TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
2803,24356,27,15602,0.9905,0.1523,0.264,0.9989,0.6347,0.8,train
550,4929,4,3074,0.9928,0.1518,0.2633,0.9992,0.6403,0.8,val
2250,19742,36,12204,0.9843,0.1557,0.2688,0.9982,0.6424,0.8,test
