,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-04-28 00:10:21.416455,2025-04-28 00:10:21.416542,0 days 00:00:00.000087,COMPLETE
1,1,0.0,2025-04-28 00:10:21.416709,2025-04-28 00:10:21.416740,0 days 00:00:00.000031,COMPLETE
2,2,0.0,2025-04-28 00:10:21.416868,2025-04-28 00:10:21.416897,0 days 00:00:00.000029,COMPLETE
3,3,0.0,2025-04-28 00:10:21.417019,2025-04-28 00:10:21.417048,0 days 00:00:00.000029,COMPLETE
4,4,0.0,2025-04-28 00:10:21.417180,2025-04-28 00:10:21.417209,0 days 00:00:00.000029,COMPLETE
5,5,0.0,2025-04-28 00:10:21.417342,2025-04-28 00:10:21.417370,0 days 00:00:00.000028,COMPLETE
6,6,0.0,2025-04-28 00:10:21.417493,2025-04-28 00:10:21.417521,0 days 00:00:00.000028,COMPLETE
7,7,0.0,2025-04-28 00:10:21.417639,2025-04-28 00:10:21.417666,0 days 00:00:00.000027,COMPLETE
8,8,0.0,2025-04-28 00:10:21.417792,2025-04-28 00:10:21.417820,0 days 00:00:00.000028,COMPLETE
9,9,0.0,2025-04-28 00:10:21.417939,2025-04-28 00:10:21.417966,0 days 00:00:00.000027,COMPLETE
10,10,0.0,2025-04-28 00:10:21.418084,2025-04-28 00:10:21.418111,0 days 00:00:00.000027,COMPLETE
11,11,0.0,2025-04-28 00:10:21.418230,2025-04-28 00:10:21.418256,0 days 00:00:00.000026,COMPLETE
12,12,0.0,2025-04-28 00:10:21.418376,2025-04-28 00:10:21.418402,0 days 00:00:00.000026,COMPLETE
13,13,0.0,2025-04-28 00:10:21.418521,2025-04-28 00:10:21.418548,0 days 00:00:00.000027,COMPLETE
14,14,0.0,2025-04-28 00:10:21.418667,2025-04-28 00:10:21.418694,0 days 00:00:00.000027,COMPLETE
15,15,0.0,2025-04-28 00:10:21.418812,2025-04-28 00:10:21.418839,0 days 00:00:00.000027,COMPLETE
16,16,0.0,2025-04-28 00:10:21.418957,2025-04-28 00:10:21.418984,0 days 00:00:00.000027,COMPLETE
17,17,0.0,2025-04-28 00:10:21.419103,2025-04-28 00:10:21.419130,0 days 00:00:00.000027,COMPLETE
18,18,0.0,2025-04-28 00:10:21.419249,2025-04-28 00:10:21.419275,0 days 00:00:00.000026,COMPLETE
19,19,0.0,2025-04-28 00:10:21.419394,2025-04-28 00:10:21.419421,0 days 00:00:00.000027,COMPLETE
20,20,0.0,2025-04-28 00:10:21.419538,2025-04-28 00:10:21.419565,0 days 00:00:00.000027,COMPLETE
21,21,0.0,2025-04-28 00:10:21.419683,2025-04-28 00:10:21.419710,0 days 00:00:00.000027,COMPLETE
22,22,0.0,2025-04-28 00:10:21.419830,2025-04-28 00:10:21.419856,0 days 00:00:00.000026,COMPLETE
23,23,0.0,2025-04-28 00:10:21.419974,2025-04-28 00:10:21.420001,0 days 00:00:00.000027,COMPLETE
24,24,0.0,2025-04-28 00:10:21.420119,2025-04-28 00:10:21.420147,0 days 00:00:00.000028,COMPLETE
25,25,0.0,2025-04-28 00:10:21.420266,2025-04-28 00:10:21.420293,0 days 00:00:00.000027,COMPLETE
26,26,0.0,2025-04-28 00:10:21.420413,2025-04-28 00:10:21.420439,0 days 00:00:00.000026,COMPLETE
27,27,0.0,2025-04-28 00:10:21.420557,2025-04-28 00:10:21.420584,0 days 00:00:00.000027,COMPLETE
28,28,0.0,2025-04-28 00:10:21.420704,2025-04-28 00:10:21.420731,0 days 00:00:00.000027,COMPLETE
29,29,0.0,2025-04-28 00:10:21.420850,2025-04-28 00:10:21.420877,0 days 00:00:00.000027,COMPLETE
