TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
77491,172702,29,260,0.9996,0.9967,0.9981,0.9998,0.9988,0.4,train
15574,34461,4,57,0.9997,0.9964,0.998,0.9999,0.9988,0.4,val
62422,137725,27,213,0.9996,0.9966,0.9981,0.9998,0.9988,0.4,test
