TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
682,12379,24,412,0.966,0.6234,0.7578,0.9981,0.9677,0.7,train
707,12325,39,426,0.9477,0.624,0.7525,0.9968,0.9655,0.7,val
5610,98742,350,3279,0.9413,0.6311,0.7556,0.9965,0.9664,0.7,test
