TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
52316,74065,75191,48910,0.4103,0.5168,0.4574,0.4962,0.5046,0.7,train
13892,6206,4637,25361,0.7497,0.3539,0.4808,0.5724,0.4012,0.7,val
7820,75101,109748,7718,0.0665,0.5033,0.1175,0.4063,0.4138,0.7,test
