,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 22:06:35.394024,2025-05-02 22:06:35.394105,0 days 00:00:00.000081,COMPLETE
1,1,0.0,2025-05-02 22:06:35.394276,2025-05-02 22:06:35.394308,0 days 00:00:00.000032,COMPLETE
2,2,0.0,2025-05-02 22:06:35.394428,2025-05-02 22:06:35.394456,0 days 00:00:00.000028,COMPLETE
3,3,0.0,2025-05-02 22:06:35.394567,2025-05-02 22:06:35.394594,0 days 00:00:00.000027,COMPLETE
4,4,0.0,2025-05-02 22:06:35.394699,2025-05-02 22:06:35.394724,0 days 00:00:00.000025,COMPLETE
5,5,0.0,2025-05-02 22:06:35.394830,2025-05-02 22:06:35.394855,0 days 00:00:00.000025,COMPLETE
6,6,0.0,2025-05-02 22:06:35.394959,2025-05-02 22:06:35.394984,0 days 00:00:00.000025,COMPLETE
7,7,0.0,2025-05-02 22:06:35.395088,2025-05-02 22:06:35.395113,0 days 00:00:00.000025,COMPLETE
8,8,0.0,2025-05-02 22:06:35.395216,2025-05-02 22:06:35.395239,0 days 00:00:00.000023,COMPLETE
9,9,0.0,2025-05-02 22:06:35.395341,2025-05-02 22:06:35.395365,0 days 00:00:00.000024,COMPLETE
10,10,0.0,2025-05-02 22:06:35.395467,2025-05-02 22:06:35.395490,0 days 00:00:00.000023,COMPLETE
11,11,0.0,2025-05-02 22:06:35.395592,2025-05-02 22:06:35.395615,0 days 00:00:00.000023,COMPLETE
12,12,0.0,2025-05-02 22:06:35.395717,2025-05-02 22:06:35.395740,0 days 00:00:00.000023,COMPLETE
13,13,0.0,2025-05-02 22:06:35.395856,2025-05-02 22:06:35.395881,0 days 00:00:00.000025,COMPLETE
14,14,0.0,2025-05-02 22:06:35.395986,2025-05-02 22:06:35.396010,0 days 00:00:00.000024,COMPLETE
15,15,0.0,2025-05-02 22:06:35.396112,2025-05-02 22:06:35.396136,0 days 00:00:00.000024,COMPLETE
16,16,0.0,2025-05-02 22:06:35.396237,2025-05-02 22:06:35.396260,0 days 00:00:00.000023,COMPLETE
17,17,0.0,2025-05-02 22:06:35.396366,2025-05-02 22:06:35.396389,0 days 00:00:00.000023,COMPLETE
18,18,0.0,2025-05-02 22:06:35.396512,2025-05-02 22:06:35.396537,0 days 00:00:00.000025,COMPLETE
19,19,0.0,2025-05-02 22:06:35.396640,2025-05-02 22:06:35.396663,0 days 00:00:00.000023,COMPLETE
20,20,0.0,2025-05-02 22:06:35.396765,2025-05-02 22:06:35.396788,0 days 00:00:00.000023,COMPLETE
21,21,0.0,2025-05-02 22:06:35.396889,2025-05-02 22:06:35.396913,0 days 00:00:00.000024,COMPLETE
22,22,0.0,2025-05-02 22:06:35.397014,2025-05-02 22:06:35.397038,0 days 00:00:00.000024,COMPLETE
23,23,0.0,2025-05-02 22:06:35.397139,2025-05-02 22:06:35.397163,0 days 00:00:00.000024,COMPLETE
24,24,0.0,2025-05-02 22:06:35.397264,2025-05-02 22:06:35.397287,0 days 00:00:00.000023,COMPLETE
25,25,0.0,2025-05-02 22:06:35.397393,2025-05-02 22:06:35.397416,0 days 00:00:00.000023,COMPLETE
26,26,0.0,2025-05-02 22:06:35.397522,2025-05-02 22:06:35.397548,0 days 00:00:00.000026,COMPLETE
27,27,0.0,2025-05-02 22:06:35.397651,2025-05-02 22:06:35.397674,0 days 00:00:00.000023,COMPLETE
28,28,0.0,2025-05-02 22:06:35.397776,2025-05-02 22:06:35.397799,0 days 00:00:00.000023,COMPLETE
29,29,0.0,2025-05-02 22:06:35.397899,2025-05-02 22:06:35.397922,0 days 00:00:00.000023,COMPLETE
