TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1032,56265,1,208,0.999,0.8323,0.9081,1.0,0.9964,0.4,train
941,56517,1,47,0.9989,0.9524,0.9751,1.0,0.9992,0.4,val
11977,445201,238,2633,0.9805,0.8198,0.893,0.9995,0.9938,0.4,test
