TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
15493,12335,12261,2699,0.5582,0.8516,0.6744,0.5015,0.6504,0.4,train
3080,2395,2527,555,0.5493,0.8473,0.6665,0.4866,0.6398,0.4,val
12473,9717,9859,2183,0.5585,0.8511,0.6744,0.4964,0.6482,0.4,test
