TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
742,10299,2102,354,0.2609,0.677,0.3766,0.8305,0.818,0.1,train
757,10267,2105,368,0.2645,0.6729,0.3797,0.8299,0.8168,0.1,val
6015,82317,16769,2880,0.264,0.6762,0.3797,0.8308,0.818,0.1,test
