TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
30784,177983,3,41712,0.9999,0.4246,0.5961,1.0,0.8335,0.5,train
1406,29693,18579,418,0.0704,0.7708,0.1289,0.6151,0.6208,0.5,val
78372,76797,41893,3325,0.6517,0.9593,0.7761,0.647,0.7743,0.5,test
