TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
3898,63047,17,525,0.9957,0.8813,0.935,0.9997,0.992,0.5,train
192,6521,1037,5747,0.1562,0.0323,0.0536,0.8628,0.4974,0.5,val
384,50400,2837,370,0.1192,0.5093,0.1932,0.9467,0.9406,0.5,test
