TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
4363,51854,10180,1090,0.3,0.8001,0.4364,0.8359,0.833,0.9,train
948,10305,2019,225,0.3195,0.8082,0.458,0.8362,0.8337,0.9,val
3520,41399,8102,970,0.3029,0.784,0.4369,0.8363,0.832,0.9,test
