TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
73368,172530,3,4581,1.0,0.9412,0.9697,1.0,0.9817,0.3,train
14590,34565,21,920,0.9986,0.9407,0.9688,0.9994,0.9812,0.3,val
58871,137762,67,3687,0.9989,0.9411,0.9691,0.9995,0.9813,0.3,test
