TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
5389,277936,1241,2964,0.8128,0.6452,0.7193,0.9956,0.9854,0.0,train
1055,55564,297,590,0.7803,0.6413,0.704,0.9947,0.9846,0.0,val
4423,222165,1020,2417,0.8126,0.6466,0.7202,0.9954,0.9851,0.0,test
