TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
74,1238,2,35,0.9737,0.6789,0.8,0.9984,0.9726,0.5,train
830,12234,139,294,0.8566,0.7384,0.7931,0.9888,0.9679,0.5,val
6963,108999,1247,2920,0.8481,0.7045,0.7697,0.9887,0.9653,0.5,test
