TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
8206,278984,82,258,0.9901,0.9695,0.9797,0.9997,0.9988,0.7,train
1594,55832,26,54,0.984,0.9672,0.9755,0.9995,0.9986,0.7,val
6535,223218,81,191,0.9878,0.9716,0.9796,0.9996,0.9988,0.7,test
