TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1047,50012,8722,7706,0.1072,0.1196,0.1131,0.8515,0.7566,0.7,train
64,11348,2033,52,0.0305,0.5517,0.0578,0.8481,0.8455,0.7,val
1493,45462,6282,754,0.192,0.6644,0.2979,0.8786,0.8697,0.7,test
