TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
2553,278949,96,5932,0.9638,0.3009,0.4586,0.9997,0.979,0.5,train
511,55811,29,1155,0.9463,0.3067,0.4633,0.9995,0.9794,0.5,val
2010,223215,123,4677,0.9423,0.3006,0.4558,0.9994,0.9791,0.5,test
