TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
148,5601,0,1,1.0,0.9933,0.9966,1.0,0.9998,0.4,train
1161,56329,8,8,0.9932,0.9932,0.9932,0.9999,0.9997,0.4,val
15443,360815,135470,77,0.1023,0.995,0.1856,0.727,0.7352,0.4,test
