TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
78,5672,0,0,1.0,1.0,1.0,1.0,1.0,0.5,train
1001,55535,962,8,0.5099,0.9921,0.6736,0.983,0.9831,0.5,val
15675,361538,134516,76,0.1044,0.9952,0.1889,0.7288,0.737,0.5,test
