TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
6249,280170,9,1102,0.9986,0.8501,0.9184,1.0,0.9961,0.2,train
1908,55459,3,136,0.9984,0.9335,0.9649,0.9999,0.9976,0.2,val
5770,222305,277,1673,0.9542,0.7752,0.8554,0.9988,0.9915,0.2,test
