,number,value,datetime_start,datetime_complete,duration,params_c_alpha,params_n_components,params_threshold_mult,state
0,0,0.1010689990281827,2025-04-25 15:32:38.962885,2025-04-25 15:32:39.149381,0 days 00:00:00.186496,3.8906,30,0.8535761018200873,COMPLETE
1,1,0.18773833968905834,2025-04-25 15:32:39.149608,2025-04-25 15:32:39.334384,0 days 00:00:00.184776,3.8906,10,1.676641374625814,COMPLETE
2,2,0.0909090909090909,2025-04-25 15:32:39.334569,2025-04-25 15:32:39.519186,0 days 00:00:00.184617,3.8906,23,1.4767000760806088,COMPLETE
3,3,0.11949367088607593,2025-04-25 15:32:39.519378,2025-04-25 15:32:39.704151,0 days 00:00:00.184773,3.8906,14,1.6109066482293537,COMPLETE
4,4,0.08426150121065376,2025-04-25 15:32:39.704337,2025-04-25 15:32:39.889162,0 days 00:00:00.184825,3.8906,20,1.1784642886756014,COMPLETE
5,5,0.2851251031069563,2025-04-25 15:32:39.889352,2025-04-25 15:32:40.074502,0 days 00:00:00.185150,3.8906,10,0.1943390949231358,COMPLETE
6,6,0.07036247334754797,2025-04-25 15:32:40.074681,2025-04-25 15:32:40.259525,0 days 00:00:00.184844,3.8906,20,1.6458442846251187,COMPLETE
7,7,0.07370184254606364,2025-04-25 15:32:40.259710,2025-04-25 15:32:40.444279,0 days 00:00:00.184569,3.8906,22,1.8766982797141807,COMPLETE
8,8,0.15127092374457532,2025-04-25 15:32:40.444512,2025-04-25 15:32:40.629009,0 days 00:00:00.184497,3.8906,6,1.0768075385525557,COMPLETE
9,9,0.121,2025-04-25 15:32:40.629192,2025-04-25 15:32:40.813698,0 days 00:00:00.184506,3.8906,19,1.303015469343823,COMPLETE
10,10,0.2286950252343187,2025-04-25 15:32:40.813881,2025-04-25 15:32:41.003376,0 days 00:00:00.189495,3.8906,5,0.12318752678601758,COMPLETE
11,11,0.23514710894013402,2025-04-25 15:32:41.003567,2025-04-25 15:32:41.192843,0 days 00:00:00.189276,3.8906,3,0.18284138011850548,COMPLETE
12,12,0.16719963453631798,2025-04-25 15:32:41.193115,2025-04-25 15:32:41.381922,0 days 00:00:00.188807,3.8906,3,0.10797165760885401,COMPLETE
13,13,0.3547839214946216,2025-04-25 15:32:41.382114,2025-04-25 15:32:41.571215,0 days 00:00:00.189101,3.8906,10,0.469935796099599,COMPLETE
14,14,0.18541033434650456,2025-04-25 15:32:41.571403,2025-04-25 15:32:41.760002,0 days 00:00:00.188599,3.8906,12,0.5345032775802993,COMPLETE
