TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
245,5505,0,0,1.0,1.0,1.0,1.0,1.0,0.1,train
2402,54243,223,638,0.915,0.7901,0.848,0.9959,0.985,0.1,val
11698,435194,63058,1855,0.1565,0.8631,0.2649,0.8734,0.8732,0.1,test
