TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
87,5561,10,92,0.8969,0.486,0.6304,0.9982,0.9823,0.3,train
773,55691,122,920,0.8637,0.4566,0.5974,0.9978,0.9819,0.3,val
7015,495673,1166,7951,0.8575,0.4687,0.6061,0.9977,0.9822,0.3,test
