TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
2940,278613,477,5500,0.8604,0.3483,0.4959,0.9983,0.9792,0.9,train
541,55782,126,1057,0.8111,0.3385,0.4777,0.9977,0.9794,0.9,val
2394,222740,485,4406,0.8315,0.3521,0.4947,0.9978,0.9787,0.9,test
