TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
44649,166942,19,38872,0.9996,0.5346,0.6966,0.9999,0.8447,0.0,train
859,45215,3664,358,0.1899,0.7058,0.2993,0.925,0.9197,0.0,val
58706,104527,24581,12573,0.7049,0.8236,0.7596,0.8096,0.8146,0.0,test
