TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
927,12369,40,161,0.9586,0.852,0.9022,0.9968,0.9851,0.0,train
939,12348,53,157,0.9466,0.8568,0.8994,0.9957,0.9844,0.0,val
7575,98632,417,1357,0.9478,0.8481,0.8952,0.9958,0.9836,0.0,test
