,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_hidden_size,params_learning_rate,params_learning_rate_decay,params_num_layers,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
0,0,0.9094,2025-05-02 20:08:35.740220,2025-05-02 20:09:21.957865,0 days 00:00:46.217645,256,20,128,0.001,0.96,2,,,,COMPLETE
1,1,0.8899,2025-05-02 20:09:21.958377,2025-05-02 20:10:08.734018,0 days 00:00:46.775641,512,20,128,0.005,0.89,2,0.8899,0.8899,0.8899,COMPLETE
2,2,0.9252,2025-05-02 20:10:08.734452,2025-05-02 20:10:55.787329,0 days 00:00:47.052877,512,20,128,0.005,0.97,2,,,,COMPLETE
3,3,0.8886,2025-05-02 20:10:55.787792,2025-05-02 20:11:42.664323,0 days 00:00:46.876531,256,20,128,0.002,0.86,2,,,,COMPLETE
4,4,0.8979,2025-05-02 20:11:42.664773,2025-05-02 20:12:42.127209,0 days 00:00:59.462436,32,20,128,0.005,0.9099999999999999,2,0.8979,0.8979,0.8979,COMPLETE
5,5,0.9046,2025-05-02 20:12:42.127645,2025-05-02 20:13:29.797655,0 days 00:00:47.670010,512,20,128,0.001,0.9099999999999999,2,0.9046,0.9046,,COMPLETE
6,6,0.8921,2025-05-02 20:13:29.798111,2025-05-02 20:14:18.761384,0 days 00:00:48.963273,1024,20,128,0.002,0.86,2,,,,COMPLETE
7,7,0.912,2025-05-02 20:14:18.761834,2025-05-02 20:15:06.515153,0 days 00:00:47.753319,512,20,128,0.002,0.94,2,,,,COMPLETE
8,8,0.927,2025-05-02 20:15:06.515653,2025-05-02 20:15:53.574394,0 days 00:00:47.058741,256,20,128,0.005,0.88,2,,,,COMPLETE
9,9,0.8849,2025-05-02 20:15:53.574852,2025-05-02 20:16:41.349285,0 days 00:00:47.774433,512,20,128,0.001,0.89,2,,,,COMPLETE
10,10,0.9257,2025-05-02 20:16:41.349754,2025-05-02 20:17:31.314229,0 days 00:00:49.964475,128,20,128,0.005,0.85,2,0.9257,,,COMPLETE
11,11,0.9241,2025-05-02 20:17:31.314695,2025-05-02 20:18:21.178589,0 days 00:00:49.863894,128,20,128,0.005,0.85,2,,,,COMPLETE
12,12,0.9021,2025-05-02 20:18:21.179087,2025-05-02 20:19:11.066434,0 days 00:00:49.887347,128,20,128,0.005,0.88,2,,,,COMPLETE
13,13,0.9028,2025-05-02 20:19:11.066834,2025-05-02 20:20:04.366445,0 days 00:00:53.299611,64,20,128,0.005,0.87,2,,,,COMPLETE
14,14,0.9254,2025-05-02 20:20:04.366924,2025-05-02 20:20:54.492129,0 days 00:00:50.125205,128,20,128,0.005,0.85,2,,,,COMPLETE
15,15,0.925,2025-05-02 20:20:54.492595,2025-05-02 20:21:42.206542,0 days 00:00:47.713947,256,20,128,0.005,0.99,2,,,,COMPLETE
16,16,0.9066,2025-05-02 20:21:42.207041,2025-05-02 20:22:35.293227,0 days 00:00:53.086186,64,20,128,0.005,0.9,2,0.9066,0.9066,,COMPLETE
17,17,0.9028,2025-05-02 20:22:35.293656,2025-05-02 20:23:23.962995,0 days 00:00:48.669339,1024,20,128,0.005,0.9299999999999999,2,,,,COMPLETE
18,18,0.9319,2025-05-02 20:23:23.963474,2025-05-02 20:24:23.636749,0 days 00:00:59.673275,32,20,128,0.002,0.87,2,,,,COMPLETE
19,19,0.9259,2025-05-02 20:24:23.637198,2025-05-02 20:25:22.902360,0 days 00:00:59.265162,32,20,128,0.002,0.88,2,,,,COMPLETE
20,20,0.9292,2025-05-02 20:25:22.902805,2025-05-02 20:26:22.361020,0 days 00:00:59.458215,32,20,128,0.002,0.9199999999999999,2,,,,COMPLETE
21,21,0.9113,2025-05-02 20:26:22.361477,2025-05-02 20:27:21.480273,0 days 00:00:59.118796,32,20,128,0.002,0.9299999999999999,2,,,,COMPLETE
22,22,0.9342,2025-05-02 20:27:21.480704,2025-05-02 20:28:20.721781,0 days 00:00:59.241077,32,20,128,0.002,0.95,2,,,,COMPLETE
23,23,0.9073,2025-05-02 20:28:20.722213,2025-05-02 20:29:19.775817,0 days 00:00:59.053604,32,20,128,0.002,0.95,2,,,,COMPLETE
24,24,0.9067,2025-05-02 20:29:19.776244,2025-05-02 20:30:19.081471,0 days 00:00:59.305227,32,20,128,0.002,0.98,2,,,,COMPLETE
25,25,0.9259,2025-05-02 20:30:19.081902,2025-05-02 20:31:18.167086,0 days 00:00:59.085184,32,20,128,0.002,0.95,2,,,,COMPLETE
26,26,0.929,2025-05-02 20:31:18.167515,2025-05-02 20:32:17.414099,0 days 00:00:59.246584,32,20,128,0.002,0.9199999999999999,2,,,,COMPLETE
27,27,0.9239,2025-05-02 20:32:17.414553,2025-05-02 20:33:16.586300,0 days 00:00:59.171747,32,20,128,0.002,0.96,2,,,,COMPLETE
28,28,0.9294,2025-05-02 20:33:16.586771,2025-05-02 20:34:15.967097,0 days 00:00:59.380326,32,20,128,0.002,0.9299999999999999,2,,,,COMPLETE
29,29,0.904,2025-05-02 20:34:15.967528,2025-05-02 20:34:59.384330,0 days 00:00:43.416802,32,20,128,0.001,0.94,2,0.904,,,PRUNED
