,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_max_iter,params_penalty,params_tol,state
0,0,0.8680177953534355,2025-05-02 18:43:41.480434,2025-05-02 18:43:41.688268,0 days 00:00:00.207834,0.08454749842317733,,500,l2,0.0005558296989596594,COMPLETE
1,1,0.8329026701119724,2025-05-02 18:43:41.689572,2025-05-02 18:43:41.802054,0 days 00:00:00.112482,130.41381734835076,balanced,200,l1,0.0015289587917895566,COMPLETE
2,2,0.8397959183673469,2025-05-02 18:43:41.803179,2025-05-02 18:43:41.980513,0 days 00:00:00.177334,0.0012711541868974869,,1000,l2,0.0002974405053331698,COMPLETE
3,3,0.8325441239776151,2025-05-02 18:43:41.981645,2025-05-02 18:43:42.056494,0 days 00:00:00.074849,63.78613238393068,balanced,100,l1,0.0004594173208937604,COMPLETE
4,4,0.8417832167832168,2025-05-02 18:43:42.057596,2025-05-02 18:43:42.252234,0 days 00:00:00.194638,2.824415422439635,balanced,300,l2,0.0017733321197832893,COMPLETE
5,5,0.8659079663532905,2025-05-02 18:43:42.270452,2025-05-02 18:43:42.507601,0 days 00:00:00.237149,639.9615102226452,,900,l2,0.0002122855028996291,COMPLETE
6,6,0.8305963699222126,2025-05-02 18:43:42.508730,2025-05-02 18:43:42.684259,0 days 00:00:00.175529,18.20964173290413,balanced,900,l1,0.00014912285758989007,COMPLETE
7,7,0.8506944444444443,2025-05-02 18:43:42.685384,2025-05-02 18:43:42.812287,0 days 00:00:00.126903,0.030380086417833144,balanced,900,l1,0.047756537361418244,COMPLETE
8,8,0.8421512898994316,2025-05-02 18:43:42.813402,2025-05-02 18:43:42.921653,0 days 00:00:00.108251,0.022374296704331047,balanced,200,l1,0.0033103888452041285,COMPLETE
9,9,0.8569979716024341,2025-05-02 18:43:42.922792,2025-05-02 18:43:43.026149,0 days 00:00:00.103357,0.043776107056131726,,300,l1,0.04361188247790907,COMPLETE
10,10,0.8485153497735279,2025-05-02 18:43:43.027263,2025-05-02 18:43:43.234466,0 days 00:00:00.207203,0.5015387601963689,,600,l2,0.008444464810281504,COMPLETE
11,11,0.8685770750988143,2025-05-02 18:43:43.253793,2025-05-02 18:43:43.567954,0 days 00:00:00.314161,0.5847555322687853,,600,l2,0.00010779517090549156,COMPLETE
12,12,0.8670291646070193,2025-05-02 18:43:43.588076,2025-05-02 18:43:43.853434,0 days 00:00:00.265358,0.4832563572562556,,600,l2,0.0006821526904982079,COMPLETE
13,13,0.8663366336633663,2025-05-02 18:43:43.854696,2025-05-02 18:43:44.178146,0 days 00:00:00.323450,2.5019899771007448,,500,l2,0.00010089305510944467,COMPLETE
14,14,0.867887184562098,2025-05-02 18:43:44.179348,2025-05-02 18:43:44.594166,0 days 00:00:00.414818,0.12879111710715307,,500,l2,0.0007464933441472577,COMPLETE
15,15,0.8406091370558375,2025-05-02 18:43:44.615425,2025-05-02 18:43:44.880232,0 days 00:00:00.264807,0.002560008889886988,,700,l2,0.0074647141710205795,COMPLETE
16,16,0.8493702770780855,2025-05-02 18:43:44.881457,2025-05-02 18:43:45.251242,0 days 00:00:00.369785,0.006889749554386977,,700,l2,0.00010447962077797839,COMPLETE
17,17,0.8688767936665018,2025-05-02 18:43:45.252812,2025-05-02 18:43:45.542997,0 days 00:00:00.290185,0.17169390732320736,,400,l2,0.0003922613532482124,COMPLETE
18,18,0.8662041625371655,2025-05-02 18:43:45.544361,2025-05-02 18:43:45.806110,0 days 00:00:00.261749,7.375502088017322,,400,l2,0.00026478679001958576,COMPLETE
19,19,0.867887184562098,2025-05-02 18:43:45.807258,2025-05-02 18:43:46.225346,0 days 00:00:00.418088,0.2123422278497656,,700,l2,0.001413522701523833,COMPLETE
