TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
103947,139101,1,7433,1.0,0.9333,0.9655,1.0,0.9703,0.9,train
3580,44827,1639,50,0.686,0.9862,0.8091,0.9647,0.9663,0.9,val
39598,139493,19887,1409,0.6657,0.9656,0.7881,0.8752,0.8937,0.9,test
