TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
8390,278161,977,2,0.8957,0.9998,0.9449,0.9965,0.9966,0.3,train
1718,55590,198,0,0.8967,1.0,0.9455,0.9965,0.9966,0.3,val
6726,222445,852,2,0.8876,0.9997,0.9403,0.9962,0.9963,0.3,test
