TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
4699,279011,34,3786,0.9928,0.5538,0.711,0.9999,0.9867,0.5,train
947,55833,7,719,0.9927,0.5684,0.7229,0.9999,0.9874,0.5,val
3715,223296,42,2972,0.9888,0.5556,0.7114,0.9998,0.9869,0.5,test
