TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
7852,172214,3,70413,0.9996,0.1003,0.1824,1.0,0.7189,0.9,train
1563,34425,125,13983,0.9259,0.1005,0.1814,0.9964,0.7184,0.9,val
6351,137739,442,55855,0.9349,0.1021,0.1841,0.9968,0.7191,0.9,test
