TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
7848,278605,402,675,0.9513,0.9208,0.9358,0.9986,0.9963,0.6,train
1535,55784,77,110,0.9522,0.9331,0.9426,0.9986,0.9967,0.6,val
6183,223048,307,487,0.9527,0.927,0.9397,0.9986,0.9965,0.6,test
