TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
5777,277285,1778,2690,0.7647,0.6823,0.7211,0.9936,0.9845,0.5,train
1162,55425,377,542,0.755,0.6819,0.7166,0.9932,0.984,0.5,val
4539,221857,1501,2128,0.7515,0.6808,0.7144,0.9933,0.9842,0.5,test
