TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
18007,24271,251,259,0.9863,0.9858,0.986,0.9898,0.9881,0.6,train
3606,4841,51,59,0.9861,0.9839,0.985,0.9896,0.9871,0.6,val
14338,19485,195,214,0.9866,0.9853,0.9859,0.9901,0.9881,0.6,test
