TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
346,64256,2314,571,0.1301,0.3773,0.1935,0.9652,0.9573,0.1,train
994,9699,1906,898,0.3428,0.5254,0.4149,0.8358,0.7923,0.1,val
1958,38177,7507,6349,0.2069,0.2357,0.2203,0.8357,0.7434,0.1,test
