TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
2217,53321,10568,1381,0.1734,0.6162,0.2706,0.8346,0.8229,0.4,train
429,2758,9796,514,0.042,0.4549,0.0768,0.2197,0.2361,0.4,val
6112,30409,17007,463,0.2644,0.9296,0.4117,0.6413,0.6764,0.4,test
