TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
14528,22893,1629,3738,0.8992,0.7954,0.8441,0.9336,0.8746,0.6,train
2920,4607,285,745,0.9111,0.7967,0.8501,0.9417,0.8796,0.6,val
11588,18332,1348,2964,0.8958,0.7963,0.8431,0.9315,0.874,0.6,test
