TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
7033,242543,36502,1452,0.1615,0.8289,0.2704,0.8692,0.868,0.5,train
1367,48495,7345,299,0.1569,0.8205,0.2634,0.8685,0.8671,0.5,val
5488,194324,29014,1199,0.1591,0.8207,0.2665,0.8701,0.8687,0.5,test
