TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
837,56600,21,48,0.9755,0.9458,0.9604,0.9996,0.9988,0.8,train
778,56708,5,15,0.9936,0.9811,0.9873,0.9999,0.9997,0.8,val
14079,318522,126367,1081,0.1002,0.9287,0.181,0.716,0.723,0.8,test
