TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
18266,24522,0,0,1.0,1.0,1.0,1.0,1.0,0.6,train
3663,4891,1,2,0.9997,0.9995,0.9996,0.9998,0.9996,0.6,val
14541,19676,4,11,0.9997,0.9992,0.9995,0.9998,0.9996,0.6,test
