TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
106,5587,3,54,0.9725,0.6625,0.7881,0.9995,0.9901,0.8,train
1188,55746,24,548,0.9802,0.6843,0.806,0.9996,0.9901,0.8,val
9902,496612,251,5040,0.9753,0.6627,0.7892,0.9995,0.9897,0.8,test
