,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
0,0,0.9621848739495799,2025-07-04 23:40:56.980957,2025-07-04 23:40:59.205685,0 days 00:00:02.224728,0.63,0.54,4500,COMPLETE
1,1,0.9724388975559023,2025-07-04 23:40:59.205946,2025-07-04 23:41:01.458299,0 days 00:00:02.252353,0.16999999999999998,0.09999999999999999,3500,COMPLETE
2,2,0.9724388975559023,2025-07-04 23:41:01.458540,2025-07-04 23:41:03.661447,0 days 00:00:02.202907,0.18,0.16,4000,COMPLETE
3,3,0.9681462140992166,2025-07-04 23:41:03.661689,2025-07-04 23:41:05.931397,0 days 00:00:02.269708,0.44000000000000006,0.41000000000000003,5000,COMPLETE
4,4,0.967067433350758,2025-07-04 23:41:05.931645,2025-07-04 23:41:08.093350,0 days 00:00:02.161705,0.56,0.53,4000,COMPLETE
5,5,0.9772256728778468,2025-07-04 23:41:08.093592,2025-07-04 23:41:10.404995,0 days 00:00:02.311403,0.12,0.12,4500,COMPLETE
6,6,0.9659863945578232,2025-07-04 23:41:10.405236,2025-07-04 23:41:12.567673,0 days 00:00:02.162437,0.68,0.63,3500,COMPLETE
7,7,0.9686847599164927,2025-07-04 23:41:12.567916,2025-07-04 23:41:14.705896,0 days 00:00:02.137980,0.28,0.27,3000,COMPLETE
8,8,0.9681462140992166,2025-07-04 23:41:14.706137,2025-07-04 23:41:16.861573,0 days 00:00:02.155436,0.45,0.43,3500,COMPLETE
9,9,0.9697601668404588,2025-07-04 23:41:16.861815,2025-07-04 23:41:19.166128,0 days 00:00:02.304313,0.2,0.12,4500,COMPLETE
10,10,0.9798865394533265,2025-07-04 23:41:19.166408,2025-07-04 23:41:21.774268,0 days 00:00:02.607860,0.01,0.01,5000,COMPLETE
11,11,0.9793388429752067,2025-07-04 23:41:21.774513,2025-07-04 23:41:24.247073,0 days 00:00:02.472560,0.03,0.03,5000,COMPLETE
12,12,0.9803921568627451,2025-07-04 23:41:24.247319,2025-07-04 23:41:26.985444,0 days 00:00:02.738125,0.02,0.01,5000,COMPLETE
13,13,0.9798865394533265,2025-07-04 23:41:26.985705,2025-07-04 23:41:29.569348,0 days 00:00:02.583643,0.01,0.01,5000,COMPLETE
14,14,0.9686847599164927,2025-07-04 23:41:29.569599,2025-07-04 23:41:31.874433,0 days 00:00:02.304834,0.23,0.23,5000,COMPLETE
15,15,0.9697601668404588,2025-07-04 23:41:31.874682,2025-07-04 23:41:34.129286,0 days 00:00:02.254604,0.22,0.22,4500,COMPLETE
16,16,0.9798865394533265,2025-07-04 23:41:34.129540,2025-07-04 23:41:36.713165,0 days 00:00:02.583625,0.01,0.01,5000,COMPLETE
17,17,0.9681462140992166,2025-07-04 23:41:36.713414,2025-07-04 23:41:38.944613,0 days 00:00:02.231199,0.39,0.35000000000000003,4500,COMPLETE
18,18,0.978811369509044,2025-07-04 23:41:38.944861,2025-07-04 23:41:41.238822,0 days 00:00:02.293961,0.07,0.060000000000000005,4000,COMPLETE
