,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 23:33:20.803881,2025-05-02 23:33:20.803957,0 days 00:00:00.000076,COMPLETE
1,1,0.0,2025-05-02 23:33:20.804133,2025-05-02 23:33:20.804172,0 days 00:00:00.000039,COMPLETE
2,2,0.0,2025-05-02 23:33:20.804304,2025-05-02 23:33:20.804340,0 days 00:00:00.000036,COMPLETE
3,3,0.0,2025-05-02 23:33:20.804458,2025-05-02 23:33:20.804487,0 days 00:00:00.000029,COMPLETE
4,4,0.0,2025-05-02 23:33:20.804606,2025-05-02 23:33:20.804635,0 days 00:00:00.000029,COMPLETE
5,5,0.0,2025-05-02 23:33:20.804750,2025-05-02 23:33:20.804778,0 days 00:00:00.000028,COMPLETE
6,6,0.0,2025-05-02 23:33:20.804890,2025-05-02 23:33:20.804918,0 days 00:00:00.000028,COMPLETE
7,7,0.0,2025-05-02 23:33:20.805028,2025-05-02 23:33:20.805057,0 days 00:00:00.000029,COMPLETE
8,8,0.0,2025-05-02 23:33:20.805167,2025-05-02 23:33:20.805195,0 days 00:00:00.000028,COMPLETE
9,9,0.0,2025-05-02 23:33:20.805305,2025-05-02 23:33:20.805333,0 days 00:00:00.000028,COMPLETE
10,10,0.0,2025-05-02 23:33:20.805443,2025-05-02 23:33:20.805471,0 days 00:00:00.000028,COMPLETE
11,11,0.0,2025-05-02 23:33:20.805581,2025-05-02 23:33:20.805610,0 days 00:00:00.000029,COMPLETE
12,12,0.0,2025-05-02 23:33:20.805720,2025-05-02 23:33:20.805748,0 days 00:00:00.000028,COMPLETE
13,13,0.0,2025-05-02 23:33:20.805866,2025-05-02 23:33:20.805894,0 days 00:00:00.000028,COMPLETE
14,14,0.0,2025-05-02 23:33:20.806006,2025-05-02 23:33:20.806034,0 days 00:00:00.000028,COMPLETE
15,15,0.0,2025-05-02 23:33:20.806145,2025-05-02 23:33:20.806172,0 days 00:00:00.000027,COMPLETE
16,16,0.0,2025-05-02 23:33:20.806284,2025-05-02 23:33:20.806312,0 days 00:00:00.000028,COMPLETE
17,17,0.0,2025-05-02 23:33:20.806424,2025-05-02 23:33:20.806452,0 days 00:00:00.000028,COMPLETE
18,18,0.0,2025-05-02 23:33:20.806565,2025-05-02 23:33:20.806593,0 days 00:00:00.000028,COMPLETE
19,19,0.0,2025-05-02 23:33:20.806703,2025-05-02 23:33:20.806731,0 days 00:00:00.000028,COMPLETE
20,20,0.0,2025-05-02 23:33:20.806840,2025-05-02 23:33:20.806867,0 days 00:00:00.000027,COMPLETE
21,21,0.0,2025-05-02 23:33:20.806976,2025-05-02 23:33:20.807004,0 days 00:00:00.000028,COMPLETE
22,22,0.0,2025-05-02 23:33:20.807113,2025-05-02 23:33:20.807141,0 days 00:00:00.000028,COMPLETE
23,23,0.0,2025-05-02 23:33:20.807250,2025-05-02 23:33:20.807278,0 days 00:00:00.000028,COMPLETE
24,24,0.0,2025-05-02 23:33:20.807387,2025-05-02 23:33:20.807415,0 days 00:00:00.000028,COMPLETE
25,25,0.0,2025-05-02 23:33:20.807524,2025-05-02 23:33:20.807551,0 days 00:00:00.000027,COMPLETE
26,26,0.0,2025-05-02 23:33:20.807660,2025-05-02 23:33:20.807689,0 days 00:00:00.000029,COMPLETE
27,27,0.0,2025-05-02 23:33:20.807803,2025-05-02 23:33:20.807831,0 days 00:00:00.000028,COMPLETE
28,28,0.0,2025-05-02 23:33:20.807946,2025-05-02 23:33:20.807974,0 days 00:00:00.000028,COMPLETE
29,29,0.0,2025-05-02 23:33:20.808083,2025-05-02 23:33:20.808111,0 days 00:00:00.000028,COMPLETE
