TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
790,12340,17,350,0.9789,0.693,0.8115,0.9986,0.9728,0.5,train
751,12326,48,372,0.9399,0.6687,0.7815,0.9961,0.9689,0.5,val
6041,98766,362,2812,0.9435,0.6824,0.792,0.9963,0.9706,0.5,test
